id,title,company,city,region,contract,skills,salary,source,url,posted_at,scraped_at
490,RESPONSABLE ASSURANCE QUALITÉ ET AFFAIRES RÉGLEMENTAIRES (QA/RA MANAGER),,Tunis,,,Médical - Paramedical,,offre_emploi_tn,https://www.offre-emploi.tn/offres-emploi/medical-paramedical/responsable-assurance-qualite-et-affaires-reglementaires-qa-ra-manager-110327/,15 octobre 2024,2026-03-18 09:16:29
491,commercial IT,,Ariana,,,Informatique - Télécom - Internet,,offre_emploi_tn,https://www.offre-emploi.tn/offres-emploi/informatique-telecom-internet/commercial-it-110324/,14 octobre 2024,2026-03-18 09:16:29
492,"TECHNOPRO recrute deux techniciens supérieurs en électrique, informatique industriel ou électronique",,Sfax,,,Mécanique - Electrique - Energétique,,offre_emploi_tn,https://www.offre-emploi.tn/offres-emploi/mecanique-electrique-energetique/technopro-recrute-deux-techniciens-superieurs-en-electrique-informatique-industriel-ou-electronique-110323/,12 octobre 2024,2026-03-18 09:16:29
493,Manager Technique,,Ariana,,,Informatique - Télécom - Internet,,offre_emploi_tn,https://www.offre-emploi.tn/offres-emploi/informatique-telecom-internet/manager-technique-110322/,11 octobre 2024,2026-03-18 09:16:29
494,Stage pré embauche Commercial Logiciels IA,,Ariana,,,Commerce - Marketing - Vente,,offre_emploi_tn,https://www.offre-emploi.tn/offres-emploi/assistance-secretariat/stage-pre-embauche-commercial-logiciels-ia-110321/,11 octobre 2024,2026-03-18 09:16:29
495,Customer Services Officer - Sfax,BANK ABC,Sfax,,CDI,banque / finance / assurances,,keejob,https://www.keejob.com/offres-emploi/236980/customer-services-officer-sfax/,banque / finance / assurances,2026-03-18 09:45:16
496,Agent de Service Général / Agent de Sécurité,BANK ABC,Tunis,,CDI / CDD,banque / finance / assurances,,keejob,https://www.keejob.com/offres-emploi/224034/agent-de-service-g%C3%A9n%C3%A9ral-agent-de-s%C3%A9curit%C3%A9/,banque / finance / assurances,2026-03-18 09:45:16
497,Agent de Service Support/Agent(e) d’Entretien,BANK ABC,Tunis,,CDI / CDD,banque / finance / assurances,,keejob,https://www.keejob.com/offres-emploi/224036/agent-de-service-supportagente-dentretien/,banque / finance / assurances,2026-03-18 09:45:16
498,Wholesale Banking Analyst,BANK ABC,Tunis,,CDI / SIVP,banque / finance / assurances,,keejob,https://www.keejob.com/offres-emploi/223139/wholesale-banking-analyst/,banque / finance / assurances,2026-03-18 09:45:16
499,Head of Corporate,BANK ABC,Tunis,,,banque / finance / assurances,,keejob,https://www.keejob.com/offres-emploi/222930/head-of-corporate/,banque / finance / assurances,2026-03-18 09:45:16
500,Chargé-e des moyens généraux,ISC CARTHAGE,Tunis,,CDI,enseignement / formation / puériculture,,keejob,https://www.keejob.com/offres-emploi/238038/charg%C3%A9-e-des-moyens-g%C3%A9n%C3%A9raux/,enseignement / formation / puériculture,2026-03-18 09:45:16
501,Administrateur Systèmes & Réseaux,Entreprise Anonyme,Tunis,,CDI,,2000 - 3000 TND,keejob,https://www.keejob.com/offres-emploi/238039/administrateur-syst%C3%A8mes-r%C3%A9seaux/,Entreprise Anonyme,2026-03-18 09:45:16
502,Chargé Conduite D'activité Francophone,PARTNER RECRUITMENT,Tunis,,CDI,recrutement / ressources humaines,1300 - 1500 TND,keejob,https://www.keejob.com/offres-emploi/238036/charg%C3%A9-conduite-dactivit%C3%A9-francophone/,recrutement / ressources humaines,2026-03-18 09:45:16
503,Ingénieur Recherche et Développement,VAKAY,Sfax,,CDI,autres,1600 - 1800 TND,keejob,https://www.keejob.com/offres-emploi/238034/ing%C3%A9nieur-recherche-et-d%C3%A9veloppement/,autres,2026-03-18 09:45:16
504,Technicien Support Matériels,ROSE BLANCHE GROUP,Sousse,,CDI,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/238031/technicien-support-mat%C3%A9riels/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:16
505,Profs de physique et Maths,CASCADE TUNISIE,Tunis,Tunis,CDI / CDD / Indépendant/Freelance / Saisonnier / Stage,enseignement / formation / puériculture,1500 - 3000 TND,keejob,https://www.keejob.com/offres-emploi/238013/profs-de-physique-et-maths-en-t%C3%A9l%C3%A9travail/,enseignement / formation / puériculture,2026-03-18 09:45:16
506,Technicien Maintenance Electrique Anglophone,PARTNER RECRUITMENT,,Tunis,,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/238010/technicien-maintenance-electrique-anglophone/,recrutement / ressources humaines,2026-03-18 09:45:16
507,Responsable Ressources Humaines (Enfidha),PARTNER RECRUITMENT,,Sousse,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/238019/responsable-ressources-humaines-enfidha/,recrutement / ressources humaines,2026-03-18 09:45:16
508,Sr Finance Analyst,PARTNER RECRUITMENT,Tunis,Tunis,CDI,recrutement / ressources humaines,2500 - 4000 TND,keejob,https://www.keejob.com/offres-emploi/237999/sr-finance-analyst/,recrutement / ressources humaines,2026-03-18 09:45:16
509,commercial,GEI,Sousse,Sousse,CDI,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/238029/commercial/,commerce / vente / distribution,2026-03-18 09:45:16
510,"Gestionnaire des Stocks (PF, MP & Emb)",L'APPETISSANTE,Manouba,La Manouba,CDI,agriculture / agro-alimentaire / environnement,1500 - 2500 TND,keejob,https://www.keejob.com/offres-emploi/238000/gestionnaire-des-stocks-pf-mp-emb/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:18
511,Ingénieur Projet & Vie Série,PARTNER RECRUITMENT,Tunis,,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/238001/ing%C3%A9nieur-projet-vie-s%C3%A9rie/,recrutement / ressources humaines,2026-03-18 09:45:18
512,Embedded Systems Technical Referent H/F,PARTNER RECRUITMENT,,Sousse,CDI,recrutement / ressources humaines,4000 - 5000 TND,keejob,https://www.keejob.com/offres-emploi/238027/embedded-systems-technical-referent-hf/,recrutement / ressources humaines,2026-03-18 09:45:18
513,Technico-commercial,Entreprise Anonyme,Ben Arous,Ben Arous,,,1000 - 1300 TND,keejob,https://www.keejob.com/offres-emploi/237892/technico-commercial/,Entreprise Anonyme,2026-03-18 09:45:18
514,Conseiller Clientèle - Secteur Fintech,TRANSCOM,,Tunis,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/237811/conseiller-client%C3%A8le-secteur-fintech/,call center / télévente,2026-03-18 09:45:18
515,Chef Comptable,Entreprise Anonyme,Ariana,Ariana,CDI,,1800 - 2500 TND,keejob,https://www.keejob.com/offres-emploi/237829/chef-comptable/,Entreprise Anonyme,2026-03-18 09:45:18
516,Chargé Service Technique Terrain,SMART SOLUTIONS,Ben Arous,Ben Arous,CDI / SIVP,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/237855/sp%C3%A9cialiste-service-technique-terrain/,commerce / vente / distribution,2026-03-18 09:45:18
517,Ingénieur Process électronique,PARTNER RECRUITMENT,,Tunis,,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237752/ing%C3%A9nieur-process-%C3%A9lectronique/,recrutement / ressources humaines,2026-03-18 09:45:18
518,Conseillers Clients Réception d'appels FR/ANG,CONCENTRIX,Ariana,,CDI,call center / télévente,800 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/237680/conseillers-clients-r%C3%A9ception-dappels-frang/,call center / télévente,2026-03-18 09:45:18
519,Production HRBP,ZOPPAS INDUSTRIES,,Monastir,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/237717/production-hrbp/,électronique / électricité / énergie,2026-03-18 09:45:18
520,Conseillers Clients Réception d'appels FR/ANG,CONCENTRIX,Ariana,,CDI,call center / télévente,800 - 1000 TND,keejob,https://www.keejob.com/offres-emploi/237681/conseillers-clients-r%C3%A9ception-dappels-frang/,call center / télévente,2026-03-18 09:45:18
521,Formateur Textile à Bizerte,PARTNER RECRUITMENT,Bizerte,Bizerte,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237605/formateur-%C3%A0-bizerte/,recrutement / ressources humaines,2026-03-18 09:45:18
522,Directeur HSE H/F,SEGOR SOCIETE DU GROUPE SUEZ,Tunis,,CDI,autres,3000 - 4500 TND,keejob,https://www.keejob.com/offres-emploi/237650/directeur-hse-hf/,autres,2026-03-18 09:45:18
523,Chargé Relation Client / Gestion Commerciale,PARTNER RECRUITMENT,Tunis,,,recrutement / ressources humaines,1300 - 1500 TND,keejob,https://www.keejob.com/offres-emploi/237645/charg%C3%A9-relation-client-gestion-commerciale/,recrutement / ressources humaines,2026-03-18 09:45:18
524,Chef de ligne Bizerte,PARTNER RECRUITMENT,Bizerte,Bizerte,CDI,recrutement / ressources humaines,1000 - 1500 TND,keejob,https://www.keejob.com/offres-emploi/237602/chef-de-ligne-bizerte/,recrutement / ressources humaines,2026-03-18 09:45:18
525,Vendeur / Conseiller de vente,HAMADI ABID,Gafsa,,CDI / SIVP,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/237560/vendeur-conseiller-de-vente/,commerce / vente / distribution,2026-03-18 09:45:21
526,Chargé Ressources Humaines,PARTNER RECRUITMENT,Tunis,,SIVP,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237557/charg%C3%A9-ressources-humaines/,recrutement / ressources humaines,2026-03-18 09:45:21
527,Chef/Cheffe comptable [H/F] – CDI - Manouba,UPERGY,Manouba,,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/237563/chefcheffe-comptable-hf-cdi-manouba/,électronique / électricité / énergie,2026-03-18 09:45:21
528,Opérateur de montage [H/F],UPERGY,Manouba,La Manouba,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/237565/op%C3%A9rateur-de-montage-hf/,électronique / électricité / énergie,2026-03-18 09:45:21
529,Chargé RH [H/F],UPERGY,Manouba,La Manouba,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/237566/charg%C3%A9-rh-hf/,électronique / électricité / énergie,2026-03-18 09:45:21
530,Coach Qualité et Formation (H/F),OUTSOURCIA,Ariana,Ariana,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/237506/coach-qualit%C3%A9-et-formation-hf/,call center / télévente,2026-03-18 09:45:21
531,Ingénieur Agronome,GROUPE MABROUKA,Ben Arous,Ben Arous,CDI,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/237456/ing%C3%A9nieur-agronome/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:21
532,Gourmandise recrute :Plusieurs Profils,GOURMANDISE,Tunis,,CDD / SIVP,tourisme / hôtellerie / restauration / loisirs,30 - 9999 TND,keejob,https://www.keejob.com/offres-emploi/237463/gourmandise-recrute-plusieurs-profils/,tourisme / hôtellerie / restauration / loisirs,2026-03-18 09:45:21
533,Agent en réception d’appels – Francophone,CONCENTRIX,Tunis,,CDI,call center / télévente,900 - 1200 TND,keejob,https://www.keejob.com/offres-emploi/237399/agent-en-r%C3%A9ception-dappels-francophone/,call center / télévente,2026-03-18 09:45:21
534,"Kundenberatung, Prämie+Vorteile",OUTSOURCIA,Ariana,Ariana,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/237433/kundenberatung-pr%C3%A4mievorteile/,call center / télévente,2026-03-18 09:45:21
535,Motion Designer (Monteur Vidéo) (H/F),OUTSOURCIA,Ariana,Ariana,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/237435/motion-designer-monteur-vid%C3%A9o-hf/,call center / télévente,2026-03-18 09:45:21
536,Operatori call center di lingua Italiana,OUTSOURCIA,Ariana,Ariana,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/237434/operatori-call-center-di-lingua-italiana/,call center / télévente,2026-03-18 09:45:21
537,Directeur Production & Technique,PARTNER RECRUITMENT,Ben Arous,,,recrutement / ressources humaines,6500 - 8000 TND,keejob,https://www.keejob.com/offres-emploi/237369/directeur-production-technique/,recrutement / ressources humaines,2026-03-18 09:45:21
538,"Agent Immobilier, Chez Tecnocasa Kélibia",TECNOCASA GROUP,Nabeul,Nabeul,CDI / SIVP,architecture / immobilier / BTP,600 - 800 TND,keejob,https://www.keejob.com/offres-emploi/237353/agent-immobilier-chez-tecnocasa-k%C3%A9libia/,architecture / immobilier / BTP,2026-03-18 09:45:21
539,RESPONSABLE CONTROLE DE GESTION,Entreprise Anonyme,Sousse,Sousse,CDI,,2800 - 3000 TND,keejob,https://www.keejob.com/offres-emploi/237349/responsable-controle-de-gestion/,Entreprise Anonyme,2026-03-18 09:45:21
540,Vendeur/ Caissier Zara Mall of Sousse,TUNTEX,Sousse,,,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/237346/vendeur-caissier-zara-mall-of-sousse/,commerce / vente / distribution,2026-03-18 09:45:23
541,technicien de maintenance,Entreprise Anonyme,Ben Arous,Ben Arous,CDI,,700 - 800 TND,keejob,https://www.keejob.com/offres-emploi/237348/technicien-de-maintenance/,Entreprise Anonyme,2026-03-18 09:45:23
542,Responsable Planification,ETABLISSEMENTS ABDELMOULA,Manouba,La Manouba,CDI,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/237341/responsable-planification/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:23
543,Commercial Zone Tunisia,Entreprise Anonyme,,Kairouan,CDI,,1500 - 1700 TND,keejob,https://www.keejob.com/offres-emploi/237339/commercial-zone-tunisia/,Entreprise Anonyme,2026-03-18 09:45:23
544,Téléconseillers en Relations Humaines,TANIS,Ariana,Ariana,CDI / SIVP,call center / télévente,700 - 1500 TND,keejob,https://www.keejob.com/offres-emploi/237340/t%C3%A9l%C3%A9conseillers-en-relations-humaines/,call center / télévente,2026-03-18 09:45:23
545,Chef de caisse,POULINA GROUP HOLDING,Mahdia,,,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/237333/chef-de-caisse/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:23
546,Urbaniste,SCET TUNISIE,Tunis,Tunis,CDI,consulting / étude / stratégie,1111 - 2222 TND,keejob,https://www.keejob.com/offres-emploi/237332/urbaniste/,consulting / étude / stratégie,2026-03-18 09:45:23
547,Responsable Point de vente City Market,POULINA GROUP HOLDING,Mahdia,,,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/237336/responsable-point-de-vente-city-market/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:23
548,Caissier / Caissière,POULINA GROUP HOLDING,Mahdia,,,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/237328/caissier-caissi%C3%A8re/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:23
549,Chargé(e) de Recouvrement Contentieux,EL AMEL MICROFINANCE,Ben Arous,,CDI,banque / finance / assurances,,keejob,https://www.keejob.com/offres-emploi/237335/charg%C3%A9e-de-recouvrement-contentieux/,banque / finance / assurances,2026-03-18 09:45:23
550,Chargé(e) de Création Multimédia,ISC CARTHAGE,,Tunis,CDI,enseignement / formation / puériculture,,keejob,https://www.keejob.com/offres-emploi/237313/charg%C3%A9e-de-cr%C3%A9ation-multim%C3%A9dia/,enseignement / formation / puériculture,2026-03-18 09:45:23
551,Ingénieur Applicatif,CRIT,Tunis,,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237311/ing%C3%A9nieur-applicatif/,recrutement / ressources humaines,2026-03-18 09:45:23
552,Você domina perfeitamente a língua portuguesa,CPL JOBS,Ariana,Ariana,CDI / SIVP,recrutement / ressources humaines,1000 - 1001 TND,keejob,https://www.keejob.com/offres-emploi/237305/voc%C3%AA-domina-perfeitamente-a-l%C3%ADngua-portuguesa/,recrutement / ressources humaines,2026-03-18 09:45:23
553,Technicien Sécurité et Accueil,SOTUCHOC,,La Manouba,CDI / SIVP,agriculture / agro-alimentaire / environnement,,keejob,https://www.keejob.com/offres-emploi/237308/technicien-s%C3%A9curit%C3%A9-et-accueil/,agriculture / agro-alimentaire / environnement,2026-03-18 09:45:23
554,Vendeur/ Caissier LCW Tunisia Mall,TUNTEX,Ariana,,,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/237317/vendeur-caissier-lcw-tunisia-mall/,commerce / vente / distribution,2026-03-18 09:45:23
555,Contrôleur de gestion,Entreprise Anonyme,Tunis,Tunis,CDI,,,keejob,https://www.keejob.com/offres-emploi/237307/contr%C3%B4leur-de-gestion/,Entreprise Anonyme,2026-03-18 09:45:25
556,Infirmiers (Italie),CRIT,,,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237304/infirmiers-italie/,recrutement / ressources humaines,2026-03-18 09:45:25
557,Nurse (English-Speaking) – Kuwait,CRIT,,,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237306/nurse-english-speaking-kuwait/,recrutement / ressources humaines,2026-03-18 09:45:25
558,Responsable Ressources Humaines,BARIOLO,,Tunis,CDI,tourisme / hôtellerie / restauration / loisirs,,keejob,https://www.keejob.com/offres-emploi/237352/responsable-ressources-humaines/,tourisme / hôtellerie / restauration / loisirs,2026-03-18 09:45:25
559,Ingénieur Méthodes (Monastir),PARTNER RECRUITMENT,Monastir,,,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237321/ing%C3%A9nieur-m%C3%A9thodes-monastir/,recrutement / ressources humaines,2026-03-18 09:45:25
560,Agent Helpdesk langue Portugaise,CPL JOBS,Ariana,Ariana,CDI / SIVP,recrutement / ressources humaines,1500 - 1700 TND,keejob,https://www.keejob.com/offres-emploi/237302/agent-helpdesk-langue-portugaise/,recrutement / ressources humaines,2026-03-18 09:45:25
561,Télé-gestionnaire  avec un bon Français,CPL JOBS,Ariana,Ariana,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237303/t%C3%A9l%C3%A9-gestionnaire-avec-un-bon-fran%C3%A7ais/,recrutement / ressources humaines,2026-03-18 09:45:25
562,ouvrier polyvalent,Entreprise Anonyme,Ben Arous,Ben Arous,CDI,,700 - 750 TND,keejob,https://www.keejob.com/offres-emploi/237347/ouvrier-polyvalent/,Entreprise Anonyme,2026-03-18 09:45:25
563,Vendeur/ Caissier Massimo Dutti Mall of Sfax,TUNTEX,Sfax,,,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/237325/vendeur-caissier-massimo-dutti-mall-of-sfax/,commerce / vente / distribution,2026-03-18 09:45:25
564,Vendeur/ Caissier Zara Tunisia Mall,TUNTEX,Ariana,,,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/237316/vendeur-caissier-zara-tunisia-mall/,commerce / vente / distribution,2026-03-18 09:45:25
565,Vendeur/ Caissier Stradivarius Mall of Sfax,TUNTEX,Sfax,,,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/237324/vendeur-caissier-stradivarius-mall-of-sfax/,commerce / vente / distribution,2026-03-18 09:45:25
566,Planificateur,ASTEELFLASH,Ariana,Ariana,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/237337/planificateur/,électronique / électricité / énergie,2026-03-18 09:45:25
567,Ingénieur Structures,SCET TUNISIE,Tunis,,CDI,consulting / étude / stratégie,1111 - 2222 TND,keejob,https://www.keejob.com/offres-emploi/237331/ing%C3%A9nieur-structures/,consulting / étude / stratégie,2026-03-18 09:45:25
568,Professeur de technologie,ISC CARTHAGE,Ariana,,CDI,enseignement / formation / puériculture,,keejob,https://www.keejob.com/offres-emploi/237309/professeur-de-technologie/,enseignement / formation / puériculture,2026-03-18 09:45:25
569,Chargé(e) Marketing,L'ACCUMULATEUR TUNISIEN ASSAD,Ben Arous,Ben Arous,SIVP,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/237326/charg%C3%A9e-marketing/,électronique / électricité / énergie,2026-03-18 09:45:25
570,Technicien Support SAV,GEMADDIS,Ariana,Ariana,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/237248/technicien-support-sav/,électronique / électricité / énergie,2026-03-18 09:45:28
571,Customer Service Support,OUTSOURCIA,Ariana,,CDI / SIVP,call center / télévente,1300 - 3000 TND,keejob,https://www.keejob.com/offres-emploi/237293/customer-service-support/,call center / télévente,2026-03-18 09:45:28
572,Développeur Sénior Wordpress (Basé à Sfax),METAM,Sfax,,CDI,informatique / télécoms,,keejob,https://www.keejob.com/offres-emploi/237289/d%C3%A9veloppeur-s%C3%A9nior-wordpress-bas%C3%A9-%C3%A0-sfax/,informatique / télécoms,2026-03-18 09:45:28
573,Technico-Commercial- EPI - Clientèle Offshore,Entreprise Anonyme,Ben Arous,Ben Arous,CDI,,1200 - 2000 TND,keejob,https://www.keejob.com/offres-emploi/237276/technico-commercial-epi-client%C3%A8le-offshore/,Entreprise Anonyme,2026-03-18 09:45:28
574,Sourcer France,VEO WORLDWIDE SERVICES,Sousse,Sousse,CDI,consulting / étude / stratégie,,keejob,https://www.keejob.com/offres-emploi/237295/sourcer-france/,consulting / étude / stratégie,2026-03-18 09:45:28
575,Conseillers Client Anglophones – Bizerte,Entreprise Anonyme,Bizerte,,CDI,,800 - 1200 TND,keejob,https://www.keejob.com/offres-emploi/237200/conseillers-client-anglophones-bizerte/,Entreprise Anonyme,2026-03-18 09:45:28
576,Télévendeurs Mutuelle Santé,Entreprise Anonyme,Tunis,,CDI / CDD / SIVP,,1000 - 1700 TND,keejob,https://www.keejob.com/offres-emploi/237195/t%C3%A9l%C3%A9vendeurs-mutuelle-sant%C3%A9/,Entreprise Anonyme,2026-03-18 09:45:28
577,Manager Télévente -  Mutuelle Santé,ECG ASSURANCES,Tunis,Tunis,CDI,call center / télévente,2000 - 4000 TND,keejob,https://www.keejob.com/offres-emploi/237116/manager-d%C3%A9quipe-mutuelle-sant%C3%A9/,call center / télévente,2026-03-18 09:45:28
578,Manager Télévente – Assurance Automobile IARD,ECG ASSURANCES,Tunis,Tunis,CDI,call center / télévente,2000 - 4000 TND,keejob,https://www.keejob.com/offres-emploi/237114/manager-assurance-automobile-iard/,call center / télévente,2026-03-18 09:45:28
579,Manager Télévente -  Mutuelle Santé Sousse,ECG ASSURANCES,Tunis,,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/237115/manager-d%C3%A9quipe-mutuelle-sant%C3%A9-sousse/,call center / télévente,2026-03-18 09:45:28
580,Conseillers Client,TP,Tunis,Tunis,,informatique / télécoms,,keejob,https://www.keejob.com/offres-emploi/237108/conseillers-client/,informatique / télécoms,2026-03-18 09:45:28
581,Téléprospecteur En Produit Bancaire,OUTSOURCIA,Tunis,Tunis,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/237068/t%C3%A9l%C3%A9prospecteur-en-produit-bancaire/,call center / télévente,2026-03-18 09:45:28
582,Planificateur Transport Routier (Oil&Gas),PARTNER RECRUITMENT,Ben Arous,Ben Arous,,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/237071/planificateur-transport-routier-oilgas/,recrutement / ressources humaines,2026-03-18 09:45:28
583,Planner,BULGIN TUNISIE,Manouba,La Manouba,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/236985/planner/,électronique / électricité / énergie,2026-03-18 09:45:28
584,Responsable Commercial (SFAX),PARTNER RECRUITMENT,Sfax,,,recrutement / ressources humaines,2000 - 2500 TND,keejob,https://www.keejob.com/offres-emploi/237004/responsable-commercial-sfax/,recrutement / ressources humaines,2026-03-18 09:45:28
585,RESPONSABLE TECHNIQUE,Entreprise Anonyme,Ben Arous,Ben Arous,CDI,,,keejob,https://www.keejob.com/offres-emploi/237020/responsable-technique/,Entreprise Anonyme,2026-03-18 09:45:30
586,Directeur Administratif et financier (SFAX),PARTNER RECRUITMENT,Sfax,,CDI,recrutement / ressources humaines,3500 - 4000 TND,keejob,https://www.keejob.com/offres-emploi/237002/directeur-administratif-et-financier-sfax/,recrutement / ressources humaines,2026-03-18 09:45:30
587,Chargé Permanence,AZIZA,Ben Arous,Ben Arous,CDI,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/236960/charg%C3%A9-permanence/,commerce / vente / distribution,2026-03-18 09:45:30
588,Vendeur/ Caissier Bershka Mall of Sousse,TUNTEX,Sousse,,,commerce / vente / distribution,,keejob,https://www.keejob.com/offres-emploi/236926/vendeur-caissier-oysho-mall-of-sousse/,commerce / vente / distribution,2026-03-18 09:45:30
589,Technicien(ne) d'habillement,Entreprise Anonyme,,Mahdia,CDI,,2500 - 3000 TND,keejob,https://www.keejob.com/offres-emploi/236878/technicienne-dhabillement/,Entreprise Anonyme,2026-03-18 09:45:30
590,Operations Team Leader (Spanish Speaker),MOONSIDE CONSULTING & SERVICES,Tunis,Tunis,CDI,consulting / étude / stratégie,,keejob,https://www.keejob.com/offres-emploi/236869/customer-operations-team-leader/,consulting / étude / stratégie,2026-03-18 09:45:30
591,Account Manager / SOUSSE (Oil & Gas),PARTNER RECRUITMENT,Sousse,Sousse,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/236828/account-manager-sousse-oil-gas/,recrutement / ressources humaines,2026-03-18 09:45:30
592,Ingénieur Qualité,L'ACCUMULATEUR TUNISIEN ASSAD,,Nabeul,CDI,électronique / électricité / énergie,,keejob,https://www.keejob.com/offres-emploi/236798/ing%C3%A9nieur-qualit%C3%A9/,électronique / électricité / énergie,2026-03-18 09:45:30
593,Ingénieur & Responsable Maintenance,PARTNER RECRUITMENT,,Monastir,CDI,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/236800/ing%C3%A9nieur-responsable-maintenance/,recrutement / ressources humaines,2026-03-18 09:45:30
594,Conseillers Client Allemand / Français !,COMETE TN.AI,,Tunis,CDI,call center / télévente,1200 - 1600 TND,keejob,https://www.keejob.com/offres-emploi/236674/conseillers-client-allemand-fran%C3%A7ais/,call center / télévente,2026-03-18 09:45:30
595,Conseiller Clientèle - Nouveau Projet !,TRANSCOM,Ariana,Ariana,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/236721/conseiller-client%C3%A8le-nouveau-projet/,call center / télévente,2026-03-18 09:45:30
596,Comete.ai stellt Kundenberater/innen ein!,COMETE TN.AI,,Tunis,CDI / SIVP,call center / télévente,1200 - 1600 TND,keejob,https://www.keejob.com/offres-emploi/236675/cometeai-stellt-kundenberaterinnen-ein/,call center / télévente,2026-03-18 09:45:30
597,Téléconseillers en mutuelle santé,OUTSOURCIA,Ariana,Ariana,CDI,call center / télévente,,keejob,https://www.keejob.com/offres-emploi/236623/t%C3%A9l%C3%A9conseillers-en-mutuelle-sant%C3%A9/,call center / télévente,2026-03-18 09:45:30
598,Assistante à l’Accueil (CIVP),PARTNER RECRUITMENT,Tunis,,,recrutement / ressources humaines,,keejob,https://www.keejob.com/offres-emploi/236649/assistante-%C3%A0-laccueil-civp/,recrutement / ressources humaines,2026-03-18 09:45:30
599,Service Desk analyst H/F,EVERIENCE TUNISIA,Tunis,,CDI,informatique / télécoms,,keejob,https://www.keejob.com/offres-emploi/236549/service-desk-analyst-hf/,informatique / télécoms,2026-03-18 09:45:30
600,Auditeur,EL AMEL MICROFINANCE,Ben Arous,,CDI,banque / finance / assurances,,keejob,https://www.keejob.com/offres-emploi/236564/auditeur/,banque / finance / assurances,2026-03-18 09:45:33
601,Télévendeurs,TP,Tunis,,CDI / SIVP,informatique / télécoms,,keejob,https://www.keejob.com/offres-emploi/236552/t%C3%A9l%C3%A9vendeurs/,informatique / télécoms,2026-03-18 09:45:33
